StudentName,Lecture,FileName,ErrorMessage,シンボル,シンボルの種類,ワードA,ワードAの種類,ワードB,ワードBの種類,ワードC,ワードCの種類,発生時刻,修正時刻,修正時間,isWorking,複合数,同時修正数,CT(sec),GeneRef,,
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart.renderer.category,パッケージ,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.data.category,パッケージ,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartMouseListener,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:30,0:00:48,TRUE,48,5,48,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:27,2013/9/26 15:30,0:00:48,FALSE,48,5,48,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.renderer.category,パッケージ,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.data.category,パッケージ,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,StandardChartTheme,変数,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,JFreeChart,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,PlotOrientation,変数,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,CategoryPlot,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,StandardChartTheme,変数,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,JFreeChart,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,PlotOrientation,変数,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,CategoryPlot,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:56,0:00:17,FALSE,48,49,17,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 15:27,2013/9/26 15:33,0:02:11,FALSE,48,1,131,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartMouseEvent,クラス,,,,,,,2013/9/26 15:28,2013/9/26 15:30,0:00:27,TRUE,50,5,27,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:28,2013/9/26 15:30,0:00:27,FALSE,50,5,27,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartMouseEvent,クラス,,,,,,,2013/9/26 15:28,2013/9/26 15:30,0:00:22,TRUE,51,5,22,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:32,2013/9/26 15:36,0:01:01,FALSE,49,3,61,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartFrame,クラス,,,,,,,2013/9/26 15:32,2013/9/26 15:36,0:01:01,TRUE,49,3,61,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartFrame,クラス,,,,,,,2013/9/26 15:32,2013/9/26 15:36,0:01:01,TRUE,49,3,61,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,frame,変数,,,,,,,2013/9/26 15:33,2013/9/26 15:33,0:00:03,TRUE,49,1,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 15:36,2013/9/26 15:56,0:00:17,FALSE,46,49,17,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,クラスAのメソッドBは指定された型に適用できません。,,,java.awt.Component,クラス,addMouseListener,メソッド,,,2013/9/26 15:44,2013/9/26 15:44,0:00:02,TRUE,47,1,2,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:49,2013/9/26 15:56,0:00:00,FALSE,49,49,0,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartMouseEvent,クラス,,,,,,,2013/9/26 15:49,2013/9/26 15:56,0:00:00,FALSE,49,49,0,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartMouseEvent,クラス,,,,,,,2013/9/26 15:49,2013/9/26 15:56,0:00:00,FALSE,49,49,0,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,';'がありません,,,,,,,,,2013/9/26 15:56,2013/9/26 15:56,0:00:33,TRUE,1,1,33,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart.renderer.category,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.data.category,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.renderer.category,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.data.category,パッケージ,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,StandardChartTheme,変数,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,JFreeChart,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,PlotOrientation,変数,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartMouseEvent,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartMouseEvent,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,CategoryPlot,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,TRUE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,StandardChartTheme,変数,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,JFreeChart,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,PlotOrientation,変数,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,CategoryPlot,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 15:56,2013/9/26 15:59,0:00:03,FALSE,49,52,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,listener,変数,,,,,,,2013/9/26 15:58,2013/9/26 15:59,0:00:01,TRUE,50,52,1,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,,,,,,,,,2013/9/26 15:59,2013/9/26 15:59,0:00:00,TRUE,52,52,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:59,2013/9/26 15:59,0:00:00,FALSE,52,52,0,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,class、interfaceまたはenumがありません,,,,,,,,,2013/9/26 15:59,2013/9/26 15:59,0:00:09,TRUE,1,1,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart.entity,パッケージ,,,,,2013/9/26 15:59,2013/9/26 15:59,0:00:03,TRUE,56,2,3,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart.renderer.category,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.data.category,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,,,,,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartMouseEvent,クラス,,,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartMouseEvent,クラス,,,,,,,2013/9/26 15:59,2013/9/26 16:29,0:06:58,FALSE,56,1,418,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.renderer.category,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.data.category,パッケージ,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,StandardChartTheme,変数,,,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,JFreeChart,クラス,,,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,PlotOrientation,変数,,,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartMouseEvent,クラス,,,,,,,2013/9/26 15:59,2013/9/26 16:03,0:01:31,TRUE,56,2,91,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartMouseEvent,クラス,,,,,,,2013/9/26 15:59,2013/9/26 16:03,0:01:31,TRUE,56,2,91,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 15:59,2013/9/26 18:03,0:00:43,FALSE,56,51,43,FALSE
